address,href,parcel,price,rooms,sqm,zip,lon,lat
Mercatorstraat 109 -3 1056 RB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40750972-mercatorstraat-109-3/?navigateSource=resultlist,57,370,3,57,1056,4.8493701,52.3735885
Langswater 588 1069 EE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40628777-langswater-588/?navigateSource=resultlist,62,210,3,62,1069,4.7888779,52.3573771
Amstelkade 181 II 1078 BA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40626614-amstelkade-181-ii/?navigateSource=resultlist,104,700,5,104,1078,4.886914,52.3481749
Sophialaan 23 C 1075 BL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40614781-sophialaan-23-c/?navigateSource=resultlist,169,1650,6,169,1075,4.859179,52.3523369
Van der Palmkade 123 +PP 1051 RH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40603072-van-der-palmkade-123-pp/?navigateSource=resultlist,84,545,3,84,1051,4.8726333,52.3806356
Van der Palmkade 123 1051 RH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40603837-van-der-palmkade-123/?navigateSource=resultlist,84,500,3,84,1051,4.8726333,52.3806356
Van Beuningenplein 5 HS 1051 VS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40602503-van-beuningenplein-5-hs/?navigateSource=resultlist,82,500,4,82,1051,4.8712883,52.3813578
Blankenstraat 119 II 1018 RT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40601008-blankenstraat-119-ii/?navigateSource=resultlist,56,350,3,56,1018,4.930028,52.3700743
Antillenstraat 28 -2 1058 HB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40607088-antillenstraat-28-2/?navigateSource=resultlist,59,285,2,59,1058,4.8510746,52.35976429999999
KNSM-laan 54 1019 LL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40435856-knsm-laan-54/?navigateSource=resultlist,123,625,4,123,1019,4.938206999999999,52.3766782
Bouwnummer (Bouwnr. 8) 1087 VA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40620493-bouwnummer-bouwnr-8/?navigateSource=resultlist,153,675.15,5,153,1087,5.0005613,52.3555895
Groenhoven 751 1103 LX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40672819-groenhoven-751/?navigateSource=resultlist,110,369,1,110,1103,4.9761378,52.3262242
Govert Flinckstraat 378 - huis 1074 CH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40710707-govert-flinckstraat-378-huis/?navigateSource=resultlist,76,475,4,76,1074,4.9019654,52.357253
Hofgeest 125 1102 EG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40623335-hofgeest-125/?navigateSource=resultlist,93,199,4,93,1102,4.9568864,52.3116674
Eastonstraat 89 1068 JC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40621652-eastonstraat-89/?navigateSource=resultlist,77,215,3,77,1068,4.8149996,52.3568412
Herengracht 98 B 1015 BS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40614045-herengracht-98-b/?navigateSource=resultlist,173,1975,7,173,1015,4.8891148,52.37648189999999
Churchill-laan 260 H 1078 EZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40689256-churchill-laan-260-h/?navigateSource=resultlist,114,750,5,114,1078,4.8878468,52.3475863
Zeeburgerkade 836 1019 HT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86045069-zeeburgerkade-836/?navigateSource=resultlist,141,805.5,3,141,1019,4.9455846,52.3692236
Zeeburgerkade 1019 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86044698-zeeburgerkade/?navigateSource=resultlist,164,931,3,164,1019,4.951834,52.36938019999999
Zeedijk 32 C 1012 AZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40759651-zeedijk-32-c/?navigateSource=resultlist,54,325,2,54,1012,4.9009051,52.3753535
Leliegracht 5 2 1016 GN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86073011-leliegracht-5-2/?navigateSource=resultlist,139,1050,5,139,1016,4.8871771,52.3747798
Roggeveenstraat 155 3hg 1013 PT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40620030-roggeveenstraat-155-3hg/?navigateSource=resultlist,76,375,3,76,1013,4.8860715,52.3897708
Orteliusstraat 136 III&IV 1057 BH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40659778-orteliusstraat-136-iii-en-iv/?navigateSource=resultlist,90,540,4,90,1057,4.8502977,52.3682143
Stadhouderskade 116 III 1073 AZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40488861-stadhouderskade-116-iii/?navigateSource=resultlist,98,649,3,98,1073,4.8985768,52.3574593
Daguerrestraat 13 1087 BR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40611226-daguerrestraat-13/?navigateSource=resultlist,52,230,2,52,1087,4.9909488,52.3579923
Sloterkade 25 -AP 1058 HE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40545421-sloterkade-25-ap/?navigateSource=resultlist,150,950,4,150,1058,4.8538727,52.3568124
Langswater 271 1069 EC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40647857-langswater-271/?navigateSource=resultlist,72,189.5,4,72,1069,4.7898876,52.3554319
Baarsjesweg 182 1057 HR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40690453-baarsjesweg-182/?navigateSource=resultlist,57,325,3,57,1057,4.861314399999999,52.366601
Van Leijenberghlaan 16 C 1082 GM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40655343-van-leijenberghlaan-16-c/?navigateSource=resultlist,154,786,4,154,1082,4.878798,52.3322812
Bernissestraat 14 D 1079 ZW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40600751-bernissestraat-14-d/?navigateSource=resultlist,107,749,4,107,1079,4.8983756,52.3423215
Uiterwaardenstraat 34 III 1079 BZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40717018-uiterwaardenstraat-34-iii/?navigateSource=resultlist,70,430,5,70,1079,4.9113224,52.343363600000004
Postjeskade 49 1 1058 DG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40694773-postjeskade-49-1/?navigateSource=resultlist,51,300,4,51,1058,4.8542716,52.363428
Pieter van der Doesstraat 9 III/IV 1056 VA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40548216-pieter-van-der-doesstraat-9-iii-iv/?navigateSource=resultlist,112,650,6,112,1056,4.8569688,52.37257169999999
Entrepothof 34 1019 DJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40572953-entrepothof-34/?navigateSource=resultlist,79,350,3,79,1019,4.9355378,52.3691184
Schoolmeesterstraat 40 hs 1053 MC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40626616-schoolmeesterstraat-40-hs/?navigateSource=resultlist,95,525,4,95,1053,4.8670339,52.3646669
Pieter Calandlaan 287 1068 NG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40603015-pieter-calandlaan-287/?navigateSource=resultlist,81,215,3,81,1068,4.8109556,52.35399940000001
Bernard Shawsingel 220 1102 VD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40603563-bernard-shawsingel-220/?navigateSource=resultlist,57,175,2,57,1102,4.945535599999999,52.3205864
Suze Groenewegplantsoen 46 1067 DC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40685444-suze-groenewegplantsoen-46/?navigateSource=resultlist,102,335,4,102,1067,4.8103672,52.3834585
Schubertstraat 88 II 1077 GZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40628237-schubertstraat-88-ii/?navigateSource=resultlist,116,850,6,116,1077,4.8774729,52.3451009
Govert Flinckstraat 249 2V 1073 BX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86080468-govert-flinckstraat-249-2v/?navigateSource=resultlist,61,375,3,61,1073,4.898034,52.3563301
Elckerlijcstraat 12 -hs 1055 AM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40608561-elckerlijcstraat-12-hs/?navigateSource=resultlist,51,300,3,51,1055,4.848403999999999,52.376307
Keizersgracht 709 1 1017 DW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40686208-keizersgracht-709-1/?navigateSource=resultlist,71,715,2,71,1017,4.898056899999999,52.3640272
Osdorper Ban 90 A-7 1068 MK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40622453-osdorper-ban-90-a-7/?navigateSource=resultlist,78,235,2,78,1068,4.7988887,52.3620537
Sam van Houtenstraat 187 A 1067 JG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40614681-sam-van-houtenstraat-187-a/?navigateSource=resultlist,102,285,4,102,1067,4.8009523,52.3789992
De Egmondenstraat 17 1024 RS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40617627-de-egmondenstraat-17/?navigateSource=resultlist,65,200,3,65,1024,4.9478383,52.3932426
Oostenburgerpark 148 1018 HT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40609150-oostenburgerpark-148/?navigateSource=resultlist,73,375,3,73,1018,4.9258378,52.3685777
Loenermark 595 1025 VA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40612263-loenermark-595/?navigateSource=resultlist,79,225,3,79,1025,4.9308191,52.39960439999999
Carolina MacGillavrylaan 564 1098 XB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40758600-carolina-macgillavrylaan-564/?navigateSource=resultlist,90,395,3,90,1098,4.946426499999999,52.3571353
Vespuccistraat 97 hs 1056 SK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40637506-vespuccistraat-97-hs/?navigateSource=resultlist,58,375,3,58,1056,4.8526543,52.37247619999999
Amstelveenseweg 70 /IV 1075 XJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40614220-amstelveenseweg-70-iv/?navigateSource=resultlist,151,975,5,151,1075,4.8546566,52.35594219999999
Govert Flinckstraat 342 -2 1074 CE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40712879-govert-flinckstraat-342-2/?navigateSource=resultlist,75,450,4,75,1074,4.9006836,52.3568805
Hogeweg 102 /II 1098 CJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40663001-hogeweg-102-ii/?navigateSource=resultlist,156,895,7,156,1098,4.935500999999999,52.3564296
Burgemeester Hogguerstraat 771 1064 EB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40715552-burgemeester-hogguerstraat-771/?navigateSource=resultlist,78,300,3,78,1064,4.8292921,52.3724223
Kramatweg 54 D 1095 JW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40752666-kramatweg-54-d/?navigateSource=resultlist,93,525,3,93,1095,4.9456763,52.3617844
Orteliusstraat 154 II 1057 BJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40613926-orteliusstraat-154-ii/?navigateSource=resultlist,50,265,3,50,1057,4.8499903,52.36883419999999
Burgemeester Hogguerstraat 645 1064 CX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40604337-burgemeester-hogguerstraat-645/?navigateSource=resultlist,78,300,4,78,1064,4.8293088,52.3722606
Admiraal De Ruijterweg 274 -IV 1055 MR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40685557-admiraal-de-ruijterweg-274-iv/?navigateSource=resultlist,87,425,4,87,1055,4.856744099999999,52.3793948
Admiraal De Ruijterweg 274 -III 1055 MR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40685554-admiraal-de-ruijterweg-274-iii/?navigateSource=resultlist,71,400,3,71,1055,4.856744099999999,52.3793948
Haparandaweg 752 +pp 1013 BD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40699142-haparandaweg-752-pp/?navigateSource=resultlist,100,650,4,100,1013,4.877442600000001,52.3949024
Oosterpark 51 1092 AP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40696103-oosterpark-51/?navigateSource=resultlist,133,775,5,133,1092,4.9212852,52.35887109999999
Valkenburgerstraat 215 +pp 1011 MJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40534467-valkenburgerstraat-215-pp/?navigateSource=resultlist,106,575,5,106,1011,4.905896100000001,52.3687769
Veerstraat 36 III 1075 SW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40711696-veerstraat-36-iii/?navigateSource=resultlist,51,325,3,51,1075,4.8543915,52.3516469
Lijnbaansgracht 222 1017 PH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86173561-lijnbaansgracht-222/?navigateSource=resultlist,50,315,3,50,1017,4.8816532,52.3649909
Van Walbeeckstraat 14 I 1058 CR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40628881-van-walbeeckstraat-14-i/?navigateSource=resultlist,62,375,3,62,1058,4.851274900000001,52.3602376
Wijenburg 131 1082 VR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40600074-wijenburg-131/?navigateSource=resultlist,67,315,3,67,1082,4.8723592,52.3310378
Ceintuurbaan 205 III 1074 CV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40687971-ceintuurbaan-205-iii/?navigateSource=resultlist,66,450,3,66,1074,4.901948000000001,52.355286
Brittenburg 17 1082 BS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40762108-brittenburg-17/?navigateSource=resultlist,69,335,3,69,1082,4.8713295,52.3260473
Koninginneweg 185 3 1075 CP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40618326-koninginneweg-185-3/?navigateSource=resultlist,88,599,3,88,1075,4.861099,52.3525698
Veldhuizenstraat 52 1106 DH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40681979-veldhuizenstraat-52/?navigateSource=resultlist,76,199.5,3,76,1106,4.9853811,52.30007459999999
Korte Ouderkerkerdijk 5 /H 1096 AC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40676015-korte-ouderkerkerdijk-5-h/?navigateSource=resultlist,132,995,3,132,1096,4.9183075,52.3405873
Prinsengracht 709 d 1017 JW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40663930-prinsengracht-709-d/?navigateSource=resultlist,103,895,2,103,1017,4.885059399999999,52.3649964
Admiraal De Ruijterweg 369 -2 1055 MB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40653780-admiraal-de-ruijterweg-369-2/?navigateSource=resultlist,75,375,3,75,1055,4.8522933,52.3818304
Cabralstraat 5 D 1057 CD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86001491-cabralstraat-5-d/?navigateSource=resultlist,71,350,3,71,1057,4.8544519,52.36952729999999
Maria Austriastraat 690 1087 JC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86074595-maria-austriastraat-690/?navigateSource=resultlist,134,469,5,134,1087,4.9997437,52.35413759999999
Zeeburgerdijk 418 1095 AK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86036480-zeeburgerdijk-418/?navigateSource=resultlist,57,275,2,57,1095,4.9423885,52.36603969999999
Jan Zijvertszstraat 5 h 1067 XJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40856267-jan-zijvertszstraat-5-h/?navigateSource=resultlist,69,269,4,69,1067,4.8054356,52.378662
Groen van Prinstererstraat 11 - I 1051 ED Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40737325-groen-van-prinstererstraat-11-i/?navigateSource=resultlist,100,550,4,100,1051,4.8717795,52.3845955
Legmeerstraat 51 -H 1058 NB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40713331-legmeerstraat-51-h/?navigateSource=resultlist,70,450,4,70,1058,4.8515508,52.3522397
Kloekhorststraat 233 1104 MN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40710086-kloekhorststraat-233/?navigateSource=resultlist,82,195,4,82,1104,4.9686692,52.3171024
Tweede Atjehstraat 40 3 1094 LH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718426-tweede-atjehstraat-40-3/?navigateSource=resultlist,57,365,3,57,1094,4.933881,52.3620628
Aalsmeerweg 27 3 1059 AB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718412-aalsmeerweg-27-3/?navigateSource=resultlist,58,299,4,58,1059,4.8497408,52.3501535
Nachtwachtlaan 409 1058 EP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40759011-nachtwachtlaan-409/?navigateSource=resultlist,98,425,3,98,1058,4.8439877,52.3631164
Barentszstraat 182 1013 NT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86113082-barentszstraat-182/?navigateSource=resultlist,61,375,2,61,1013,4.8869186,52.3889116
Memeleiland 12 1014 ZL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40758219-memeleiland-12/?navigateSource=resultlist,75,500,3,75,1014,4.882087299999999,52.39268680000001
Poolstraat 47 1018 LR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40635957-poolstraat-47/?navigateSource=resultlist,59,299,2,59,1018,4.9220727,52.3705762
Tweede Atjehstraat 40 4 1094 LH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40622039-tweede-atjehstraat-40-4/?navigateSource=resultlist,61,389,3,61,1094,4.933881,52.3620628
Stolwijkstraat 64 I 1059 XZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40621082-stolwijkstraat-64-i/?navigateSource=resultlist,53,335,2,53,1059,4.8483206,52.3496636
Rooseveltlaan 40 III 1078 NK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40621905-rooseveltlaan-40-iii/?navigateSource=resultlist,137,785,4,137,1078,4.9015064,52.3451344
Wijttenbachstraat 47 b 1093 HT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40620166-wijttenbachstraat-47-b/?navigateSource=resultlist,65,375,3,65,1093,4.9272638,52.36064
Hertspieghelweg 82 H 1055 KT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40629321-hertspieghelweg-82-h/?navigateSource=resultlist,65,330,3,65,1055,4.8514124,52.3818637
Kijkduinstraat 27 1 1055 XP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86083741-kijkduinstraat-27-1/?navigateSource=resultlist,53,300,3,53,1055,4.8540564,52.3817134
Stoutenburggracht 24 1107 KW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40629596-stoutenburggracht-24/?navigateSource=resultlist,90,195,4,90,1107,4.983879099999999,52.2943352
Slikkerveerstraat 15 1107 VJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40629418-slikkerveerstraat-15/?navigateSource=resultlist,67,175,3,67,1107,4.9735985,52.2917292
Cliffordstraat 1 -1 1051 GP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40628185-cliffordstraat-1-1/?navigateSource=resultlist,65,350,2,65,1051,4.8731901,52.3839202
Van Nijenrodeweg 594 1082 HV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40628084-van-nijenrodeweg-594/?navigateSource=resultlist,89,400,4,89,1082,4.8734395,52.3275125
Staringplein 4 2 1054 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40627810-staringplein-4-2/?navigateSource=resultlist,58,325,3,58,1054,4.8626798,52.3610572
Wibautstraat 186 -A 1091 GS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40627595-wibautstraat-186-a/?navigateSource=resultlist,79,395,3,79,1091,4.9124553,52.35295259999999
Blauwvoetstraat 14 hs 1061 BV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40612832-blauwvoetstraat-14-hs/?navigateSource=resultlist,75,350,5,75,1061,4.8394458,52.376631
Haarlemmerdijk 182 bv 1013 JK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40619270-haarlemmerdijk-182-bv/?navigateSource=resultlist,119,725,5,119,1013,4.884768,52.3842361
Ten Katestraat 3 -2 1053 BV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40602429-ten-katestraat-3-2/?navigateSource=resultlist,55,325,3,55,1053,4.8663342,52.36801999999999
Churchill-laan 258 1078 EZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40601811-churchill-laan-258/?navigateSource=resultlist,110,650,3,110,1078,4.8897040999999994,52.3475079
Filips van Almondestraat 20 3 1057 ZV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40601720-filips-van-almondestraat-20-3/?navigateSource=resultlist,91,525,4,91,1057,4.8578807,52.3701269
Gillis van Ledenberchstraat 2 L 1052 VG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40606982-gillis-van-ledenberchstraat-2-l/?navigateSource=resultlist,76,425,3,76,1052,4.872633899999999,52.3780472
Johan Huizingalaan 298 II 1065 JN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40693842-johan-huizingalaan-298-ii/?navigateSource=resultlist,70,250,3,70,1065,4.8270313,52.3536435
Weteringschans 88 II 1017 XS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86056905-weteringschans-88-ii/?navigateSource=resultlist,240,1700,8,240,1017,4.8946071,52.3593024
Jan Luijkenstraat 3 A 1071 CJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40692479-jan-luijkenstraat-3-a/?navigateSource=resultlist,104,950,3,104,1071,4.8826233,52.3599457
Geldersekade 11 HS 1011 EH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40699064-geldersekade-11-hs/?navigateSource=resultlist,111,675,4,111,1011,4.902531,52.37573769999999
Nieuwe Uilenburgerstraat 15 K 1011 LM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40696565-nieuwe-uilenburgerstraat-15-k/?navigateSource=resultlist,60,375,2,60,1011,4.9063278,52.3709357
Groen van Prinstererstraat 85 A 1051 EL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40684737-groen-van-prinstererstraat-85-a/?navigateSource=resultlist,53,300,2,53,1051,4.8729551,52.3820122
Cornelis Dopperkade 8 I 1077 KM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40683311-cornelis-dopperkade-8-i/?navigateSource=resultlist,114,650,4,114,1077,4.8760758,52.3441104
Jozef Israëlskade 21 A 1072 RV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40689183-jozef-israelskade-21-a/?navigateSource=resultlist,61,390,3,61,1072,4.889118799999999,52.3486559
Leidsekade 64 I 1016 CZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40687038-leidsekade-64-i/?navigateSource=resultlist,65,595,3,65,1016,4.8792858,52.3656125
Leksmondhof 267 1108 GA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40672636-leksmondhof-267/?navigateSource=resultlist,80,225,4,80,1108,4.980765,52.309478
Nieuwe Kerkstraat 425 1018 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40671990-nieuwe-kerkstraat-425/?navigateSource=resultlist,108,645,3,108,1018,4.9081278,52.3647056
Max Planckstraat 21 2 1098 TS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40670149-max-planckstraat-21-2/?navigateSource=resultlist,73,350,3,73,1098,4.9460783,52.3519955
Gustav Mahlerlaan 567 C 1082 MK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40541255-gustav-mahlerlaan-567-c/?navigateSource=resultlist,194,1700,4,194,1082,4.872495799999999,52.336679
Vrijheidslaan 65 -1 1079 KG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40537941-vrijheidslaan-65-1/?navigateSource=resultlist,84,499,3,84,1079,4.906897,52.34644979999999
Louis Davidsstraat 57 1068 SJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40508341-louis-davidsstraat-57/?navigateSource=resultlist,68,257.5,3,68,1068,4.8099661,52.352206
H.J.M. Walenkampstraat 64 1019 EC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40446768-hjm-walenkampstraat-64/?navigateSource=resultlist,54,285,2,54,1019,4.9414766,52.3684399
Nieuwezijds Voorburgwal 146 C 1012 SJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40430617-nieuwezijds-voorburgwal-146-c/?navigateSource=resultlist,185,815,4,185,1012,4.891277,52.3748668
Dalsteindreef 420 1102 XA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86190295-dalsteindreef-420/?navigateSource=resultlist,70,210,3,70,1102,4.948116,52.3266268
Leusdenhof 249 1108 DL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86115395-leusdenhof-249/?navigateSource=resultlist,73,175,3,73,1108,4.9793343,52.3071992
Admiralengracht 68 III 1057 GB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40600395-admiralengracht-68-iii/?navigateSource=resultlist,60,325,5,60,1057,4.858196599999999,52.3671069
Tielstraat 36 1107 RA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86023733-tielstraat-36/?navigateSource=resultlist,111,215,5,111,1107,4.9689355,52.2919285
Cornelis Vermuydenstraat 64 4 1018 RN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40667391-cornelis-vermuydenstraat-64-4/?navigateSource=resultlist,76,545,3,76,1018,4.9268205,52.3679607
Conradstraat 106 H 1018 NL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739978-conradstraat-106-h/?navigateSource=resultlist,57,375,3,57,1018,4.9299994,52.3708138
Tervurenpad 2 1066 JV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86178264-tervurenpad-2/?navigateSource=resultlist,97,315,4,97,1066,4.810868999999999,52.3437169
Remmerdenplein 17 1106 AD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40713179-remmerdenplein-17/?navigateSource=resultlist,118,250,5,118,1106,4.9740376,52.2981031
Wijttenbachstraat 11 B 1093 HR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40712745-wijttenbachstraat-11-b/?navigateSource=resultlist,76,395,3,76,1093,4.926011799999999,52.3603007
Leuvenstraat 28 1066 HC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40710864-leuvenstraat-28/?navigateSource=resultlist,83,275,4,83,1066,4.8165931,52.34592869999999
Omval 156 1096 HX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40719646-omval-156/?navigateSource=resultlist,111,740,3,111,1096,4.915056499999999,52.3441065
Nieuwe Prinsengracht 82 H 1018 VV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718259-nieuwe-prinsengracht-82-h/?navigateSource=resultlist,77,598,2,77,1018,4.909069,52.363722
Andreasplein 150 +2PP 1058 GD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718130-andreasplein-150-2pp/?navigateSource=resultlist,221,1250,7,221,1058,4.845949099999999,52.3570493
Dirk Vreekenstraat 75 1019 DP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40716235-dirk-vreekenstraat-75/?navigateSource=resultlist,141,595,5,141,1019,4.9355386,52.3704755
Jan Bernardusstraat 9 Hs 1091 TR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40716064-jan-bernardusstraat-9-hs/?navigateSource=resultlist,56,385,2,56,1091,4.9132346,52.3498155
Eerste Atjehstraat 108 -HS 1094 KS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40751313-eerste-atjehstraat-108-hs/?navigateSource=resultlist,62,399,3,62,1094,4.9365009,52.3625287
Montfoorthof 155 1106 JV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40750099-montfoorthof-155/?navigateSource=resultlist,75,178.8,3,75,1106,4.970306,52.2973979
Boris Pasternakstraat 517 1102 TG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86114451-boris-pasternakstraat-517/?navigateSource=resultlist,71,227.5,3,71,1102,4.944604399999999,52.316889
